resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R830,"Professional Summary:
Candidate with 8 years of experience.

Skills:
Flask, Deep Learning, SQL, Docker, C++, Java

Experience:
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
None","Flask, Deep Learning, SQL, Docker, C++, Java",8,Bachelors,Implemented deep learning models using TensorFlow,None,ML Engineer,"Flask, PyTorch, Machine Learning, C++, NLP, Cloud Computing",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: Flask, PyTorch, Machine Learning, C++, NLP, Cloud Computing.",0.33,1,0,0.40071478,1,1
R831,"Professional Summary:
Candidate with 7 years of experience.

Skills:
SQL, Machine Learning, Java

Experience:
- Optimized model performance and accuracy

Projects:
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified","SQL, Machine Learning, Java",7,PhD,Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,AWS Certified,Backend Developer,"TensorFlow, PyTorch, SQL, Excel",5,"We are hiring a Backend Developer.
Required experience: 5 years.
Skills required: TensorFlow, PyTorch, SQL, Excel.",0.25,1,1,0.635731855,1,1
R832,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Cloud Computing, Power BI, SQL

Experience:
- Optimized model performance and accuracy
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI

Certifications:
NLP Certification, AWS Certified","Cloud Computing, Power BI, SQL",5,Bachelors,Created interactive dashboards using Power BI,"NLP Certification, AWS Certified",Backend Developer,"React, Power BI, SQL, Data Analysis, TensorFlow, C++, Django",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: React, Power BI, SQL, Data Analysis, TensorFlow, C++, Django.",0.29,0,0,0.15654282,0,1
R833,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Flask, Kubernetes, C++

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
None","Flask, Kubernetes, C++",1,Masters,Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,None,Data Analyst,"PyTorch, Excel, Power BI, Node.js, Flask, SQL",3,"We are hiring a Data Analyst.
Required experience: 3 years.
Skills required: PyTorch, Excel, Power BI, Node.js, Flask, SQL.",0.17,0,1,0.169582763,0,1
R834,"Professional Summary:
Candidate with 1 years of experience.

Skills:
NLP, Data Analysis, Node.js, C++, React, Django

Experience:
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure, Google Data Analytics","NLP, Data Analysis, Node.js, C++, React, Django",1,PhD,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"Microsoft Azure, Google Data Analytics",Software Engineer,"Java, Node.js, Django, NLP, PyTorch, TensorFlow",4,"We are hiring a Software Engineer.
Required experience: 4 years.
Skills required: Java, Node.js, Django, NLP, PyTorch, TensorFlow.",0.5,0,1,0.499510332,1,1
R835,"Professional Summary:
Candidate with 1 years of experience.

Skills:
NLP, Python, Excel

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Developed a web application using Flask and React

Certifications:
NLP Certification","NLP, Python, Excel",1,PhD,Developed a web application using Flask and React,NLP Certification,Data Scientist,"Django, Python, Node.js",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: Django, Python, Node.js.",0.33,0,1,0.309010968,0,1
R836,"Professional Summary:
Candidate with 4 years of experience.

Skills:
C++, Node.js, Python, SQL, Excel, Data Analysis, Deep Learning

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React

Certifications:
None","C++, Node.js, Python, SQL, Excel, Data Analysis, Deep Learning",4,PhD,Developed a web application using Flask and React,None,Backend Developer,"Node.js, Docker, Django, Python, Excel, SQL",1,"We are hiring a Backend Developer.
Required experience: 1 years.
Skills required: Node.js, Docker, Django, Python, Excel, SQL.",0.67,1,1,0.841120437,1,1
R837,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Excel, TensorFlow, Java

Experience:
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn

Certifications:
None","Excel, TensorFlow, Java",6,Masters,Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn,None,Backend Developer,"C++, Kubernetes, SQL",6,"We are hiring a Backend Developer.
Required experience: 6 years.
Skills required: C++, Kubernetes, SQL.",0,1,1,0.45871817,1,1
R838,"Professional Summary:
Candidate with 2 years of experience.

Skills:
SQL, NLP, Node.js, React, Cloud Computing, Flask, C++, Deep Learning

Experience:
- Worked on real-world data science projects
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
Deep Learning Specialization, NLP Certification","SQL, NLP, Node.js, React, Cloud Computing, Flask, C++, Deep Learning",2,PhD,Implemented deep learning models using TensorFlow; Developed a web application using Flask and React; Designed scalable backend systems using Node.js,"Deep Learning Specialization, NLP Certification",Backend Developer,"Power BI, Machine Learning, Excel, SQL, Kubernetes",5,"We are hiring a Backend Developer.
Required experience: 5 years.
Skills required: Power BI, Machine Learning, Excel, SQL, Kubernetes.",0.2,0,1,0.454176505,1,1
R839,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Machine Learning, Docker, Flask, Java, Power BI, Excel

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification","Machine Learning, Docker, Flask, Java, Power BI, Excel",10,Bachelors,Implemented deep learning models using TensorFlow,NLP Certification,Data Analyst,"Machine Learning, Django, Kubernetes, NLP, Deep Learning",6,"We are hiring a Data Analyst.
Required experience: 6 years.
Skills required: Machine Learning, Django, Kubernetes, NLP, Deep Learning.",0.2,1,0,0.519679286,1,1
R840,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Flask, C++, Kubernetes

Experience:
- Deployed applications using cloud services
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI

Certifications:
Deep Learning Specialization, AWS Certified","Flask, C++, Kubernetes",6,PhD,Created interactive dashboards using Power BI,"Deep Learning Specialization, AWS Certified",Software Engineer,"Django, Python, Deep Learning",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: Django, Python, Deep Learning.",0,1,1,0.403928337,1,1
R841,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Machine Learning, Kubernetes, Deep Learning, NLP, Django

Experience:
- Collaborated with cross-functional teams
- Worked on real-world data science projects
- Optimized model performance and accuracy

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification","Machine Learning, Kubernetes, Deep Learning, NLP, Django",5,PhD,Implemented deep learning models using TensorFlow,NLP Certification,Backend Developer,"Excel, TensorFlow, Kubernetes, Power BI",5,"We are hiring a Backend Developer.
Required experience: 5 years.
Skills required: Excel, TensorFlow, Kubernetes, Power BI.",0.25,1,1,0.649061212,1,1
R842,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Flask, Deep Learning, Excel

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification","Flask, Deep Learning, Excel",6,Masters,Designed scalable backend systems using Node.js,NLP Certification,Backend Developer,"SQL, C++, PyTorch",2,"We are hiring a Backend Developer.
Required experience: 2 years.
Skills required: SQL, C++, PyTorch.",0,1,1,0.40341079,1,1
R843,"Professional Summary:
Candidate with 10 years of experience.

Skills:
PyTorch, Power BI, Docker

Experience:
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI

Certifications:
AWS Certified","PyTorch, Power BI, Docker",10,PhD,Developed a web application using Flask and React; Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI,AWS Certified,Data Analyst,"Flask, Python, Cloud Computing, NLP, Machine Learning, TensorFlow, Deep Learning, React",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Flask, Python, Cloud Computing, NLP, Machine Learning, TensorFlow, Deep Learning, React.",0,1,1,0.738321095,1,1
R844,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Machine Learning, Kubernetes, Cloud Computing, Python, Django, SQL, NLP

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
None","Machine Learning, Kubernetes, Cloud Computing, Python, Django, SQL, NLP",4,Masters,Developed a web application using Flask and React; Created interactive dashboards using Power BI,None,Frontend Developer,"Data Analysis, C++, Excel",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: Data Analysis, C++, Excel.",0,1,1,0.394598818,0,1
R845,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Flask, Kubernetes, SQL, React, TensorFlow, Docker, Power BI

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI

Certifications:
NLP Certification, AWS Certified","Flask, Kubernetes, SQL, React, TensorFlow, Docker, Power BI",1,PhD,Created interactive dashboards using Power BI,"NLP Certification, AWS Certified",Data Analyst,"Deep Learning, Machine Learning, Excel, SQL, Power BI, PyTorch, Data Analysis",5,"We are hiring a Data Analyst.
Required experience: 5 years.
Skills required: Deep Learning, Machine Learning, Excel, SQL, Power BI, PyTorch, Data Analysis.",0.29,0,1,0.338672951,0,1
R846,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Power BI, Cloud Computing, NLP

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification, Google Data Analytics","Power BI, Cloud Computing, NLP",6,PhD,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,"NLP Certification, Google Data Analytics",Backend Developer,"Django, C++, Node.js, Kubernetes, TensorFlow, Deep Learning, Docker",1,"We are hiring a Backend Developer.
Required experience: 1 years.
Skills required: Django, C++, Node.js, Kubernetes, TensorFlow, Deep Learning, Docker.",0,1,1,0.4756049,1,1
